LocalAuth,GeoCode,HEV,Cars,HEVp1000,CompCars,CCp1000,HEVln,SecNei,FirstNei,LondonB,LondonPlus,NonLPlus,AreaCat,PropDriveLCC1k,DistLCC,NoCar,OneCar,TwoCar,ThreePlus,WorkHome,Underground,Train,Bus,Taxi,Motorcycle,CarDriver,CarPasseng,Bicycle,Foot,Private,Public,Active,Dist.to.work.km,PopD,OwnedOut,OwnedMort,RentPriv,RentSoc,Detached,Semi,Terrace,Flat,Mean House Size,AgeMean,Prop.16.to.24,Prop.25.to.29,Prop.30.to.44,Prop.45.to.59,Prop.60.to.74,Prop.75.and.over,DepChild,NoQual,Level1,Level2,Level3,Level4,PartTime,FullTime,SelfEmp,Unempl,Retired,Student,HomeFam,Disabled,MeanY1k,MedianY1k,MeanAgeln,A30to44ln,Level4ln,PartTimeln,MeanY1kln,OneCarln,DriveWorkln,PopDln,MeanHSizeln,DepChildln,CCars1kln,PropDriveLCC1kln,DistLCCln
North East Derbyshire,E07000038,147,57900,2.538860104,2521,43.54058722,0.931715202,0,0,0,0,1,4,0.300486789,211578.6408,18.67192942,41.84351056,29.74228001,9.742280009,5.17521021,0.659439157,1.02863972,5.779162576,0.266763413,0.729864698,72.65995134,6.022450809,0.708523625,6.49622263,79.67903026,7.467241453,7.204746255,15.9,3.6,38.2423961,32.64453216,7.390294869,20.38774089,36.42224745,43.53461975,13.40522134,6.190692395,2.280473648,43.3,9.826,4.8110035,18.2402068,21.7828181,19.5247569,9.3301556,36.43534665,26.93744785,14.21057087,16.6035865,11.89615352,22.17680988,15.89844814,36.85407024,9.278518922,3.671385788,19.27443507,5.63572012,3.505309012,4.471821399,24.8,18.8,3.768152635,2.903628322,3.099047143,2.766221503,3.210843653,3.733936721,4.285790357,1.280933845,0.824383162,3.595539365,3.773693543,-1.202351489,12.26235203
South Derbyshire,E07000039,334,57075,5.85194919,2159,37.82742006,1.766774801,0,0,0,0,1,4,0.774454903,177524.0137,13.46173574,40.93147312,35.23030365,10.37648748,5.440003341,0.079355135,0.818610867,2.783694608,0.359186401,1.014910412,75.39573153,5.21864428,1.60589734,6.791128931,81.98847262,3.68166061,8.397026271,16.4,2.8,33.94798933,41.4931268,13.0462659,9.943065244,39.76422804,34.92743573,18.14602011,6.510971321,2.387694912,39.5,9.9998943,5.7075816,21.6740125,20.8062487,15.2181036,6.8279587,41.73552278,22.00895798,14.06138849,16.62099855,12.82834936,25.95310236,14.80057595,42.81929446,9.203743701,3.05975522,14.81065515,6.256299496,3.958243341,3.517638589,29,21.2,3.676300672,3.076113962,3.256291154,2.694666096,3.36729583,3.711899281,4.322750662,1.029619417,0.870328428,3.731352631,3.633034238,-0.255595848,12.08686117
East Devon,E07000040,220,80895,2.719574757,2547,31.48525867,1.000475529,0,0,0,0,1,4,0.320230566,234459.8736,15.92828969,45.07626416,29.35789135,9.637554807,9.739934566,0.140214996,2.483808506,2.639046538,0.275422314,1.051612472,62.47579622,4.79568672,2.208386192,13.12178674,68.59851773,5.26307004,15.33017293,18,1.6,47.12464661,27.84107261,13.6124325,9.336222512,38.45744431,25.67116983,19.542587,15.79969005,2.192226304,46.9,8.5431499,3.9265573,15.5167337,20.1416309,21.9188114,14.5103694,32.99296912,21.06837378,13.08101641,16.97201836,11.34622596,29.08251638,15.9912483,32.54187235,14.06307258,2.446595245,22.36425169,5.201439934,3.274342006,2.820590201,25.2,19.3,3.848017675,2.741919035,3.370137182,2.772041591,3.226843995,3.808355814,4.134779221,0.470003629,0.784917605,3.496294482,3.449519458,-1.138714024,12.36503974
Exeter,E07000041,119,52037,2.286834368,16265,312.5660588,0.827168489,0,0,0,0,1,4,0.180712995,254933.9774,27.05617156,47.25437635,20.49673043,5.19272166,4.588809745,0.096256497,1.986384081,9.212621852,0.369274926,1.235583402,47.51920755,5.336110187,6.338927878,22.86529341,54.46017607,11.29526243,29.20422129,11.3,25,30.07392064,29.71853296,20.99021161,17.03017749,13.65643978,25.77490338,32.94226674,27.47850777,2.269140165,38.1,19.0663395,7.6647449,19.5307923,17.1227701,12.6463621,8.085045,40.72515486,18.32717582,12.5845396,14.12997396,18.16970505,28.55772919,14.90663808,36.87014205,7.560528902,3.058831412,11.14089163,18.40659341,2.941570624,3.492137943,24.7,20,3.640214282,2.971992312,3.351927624,2.701806622,3.206803244,3.855545271,3.861133999,3.218875825,0.819400978,3.706845957,5.744815835,-1.710845169,12.44875988
Mid Devon,E07000042,86,48250,1.78238342,1677,34.75647668,0.577951468,0,0,0,0,1,4,0.298373862,252229.3725,14.33542951,41.87374077,31.87923561,11.91159411,10.60039472,0.101277657,0.960839306,2.921470863,0.166199231,0.963436169,64.17108133,5.115820089,1.8593539,12.43897372,70.41653682,3.983587826,14.29832762,19.1,0.9,37.26112705,31.80902375,15.54124183,12.62287075,38.49935241,28.55292594,22.99246438,9.451901566,2.345076012,42.3,9.3054662,5.0006431,17.8109325,21.2643087,18.4475884,9.4572347,38.18027211,22.66297468,13.80221519,17.08227848,12.10126582,26.44936709,15.73764034,36.10399842,15.33117267,2.709187602,16.46283596,5.310938815,3.710136623,3.113864666,27.1,19.5,3.744787086,2.879812454,3.275232229,2.756055317,3.299533728,3.734658919,4.161552663,-0.105360516,0.852317816,3.642318945,3.548365934,-1.209408008,12.43809416
North Devon,E07000043,77,52516,1.466219819,2384,45.39568893,0.382687537,0,0,0,0,1,4,0.318342919,271055.7457,19.02202445,44.42888928,26.99432514,9.554761131,9.775662511,0.084908612,0.455825178,3.411985521,0.335165572,0.976449032,56.81950217,5.058765697,3.528176252,18.74469321,63.18988247,3.952719311,22.27286946,15.4,0.9,39.09402265,29.36176596,18.3520412,10.78973026,38.52197011,21.93408968,22.53511615,16.37178102,2.288892778,43.3,9.83057,4.8736481,17.2867712,20.6753713,19.4049131,10.5383967,37.26494502,24.05464085,14.41882706,17.17283983,12.42730492,22.91607434,16.36126624,33.33728354,14.56441554,3.039684773,18.15663561,5.492763713,3.827751196,3.669249115,23.4,18.4,3.768152635,2.849941538,3.131838601,2.794916727,3.152736022,3.793889917,4.039879615,-0.105360516,0.828068197,3.618053073,3.815417143,-1.144626116,12.51007978
South Hams,E07000044,148,54303,2.725447949,1829,33.6813804,1.0026328,0,0,0,0,1,4,0.624414611,291133.3003,13.34852678,42.70985946,32.27250529,11.66910847,11.75279382,0.17000425,1.462536563,2.247556189,0.252506313,1.142528563,62.26905673,4.360109003,1.332533313,13.6878422,68.02420061,3.880097002,15.02037551,22.1,0.9,42.79939226,28.9353736,14.26827283,11.38151826,38.44766178,25.54003423,21.77945326,13.5043249,2.218839872,45.3,8.7851816,4.1183546,15.3680539,23.0093818,21.6285783,11.1270147,34.74033673,17.24251446,12.06990325,16.26066296,12.10282247,34.27320089,15.14426646,31.3096986,17.44725077,2.345876569,20.2039032,5.701370903,3.246613986,3.081643763,28.5,21.5,3.813307032,2.732290933,3.534363734,2.717622009,3.349904087,3.754429794,4.131464621,-0.105360516,0.796984479,3.547901454,3.516945174,-0.470940691,12.58153652
Teignbridge,E07000045,163,75443,2.160571557,2476,32.81947961,0.770372797,0,0,0,0,1,4,0.27488075,269393.5168,16.06021888,43.21982112,30.18536007,10.53459993,8.29008514,0.088192395,2.286218242,2.715308165,0.213696957,1.095620908,66.32746515,5.216919372,1.673959499,11.47857942,72.85370239,5.089718802,13.15253892,17.1,1.8,40.76625373,32.70744218,15.47691795,8.912467826,36.66839917,24.05232155,22.66458766,14.74705475,2.246023369,44.6,9.1450652,4.3728868,16.8708743,21.7299952,19.9074223,11.4852681,36.07836848,21.54755249,13.5022846,16.56962733,11.75654052,27.96853612,15.98283243,34.6290977,13.21657297,2.76849482,19.01062914,5.536989639,3.290451655,3.556459635,25.7,19.8,3.797733859,2.825588721,3.331080168,2.771515173,3.246490992,3.766299212,4.194604067,0.587786665,0.809161261,3.585693475,3.49102223,-1.291417912,12.50392848
Torridge,E07000046,52,39266,1.324300922,1594,40.59491672,0.280884714,0,0,0,0,1,4,0.128377945,298764.6368,16.26884871,44.37575931,28.21768027,11.13771171,11.88014421,0.061220325,0.350316305,2.921569961,0.258485817,0.90810149,62.06380518,5.156111829,1.272022311,14.31875383,68.38650432,3.333106591,15.59077614,18.4,0.6,42.87143572,28.58572143,16.95847924,9.018795112,42.57932113,21.5258323,24.545573,10.77920386,2.246337454,44.6,9.2091042,4.1260045,16.4523254,21.5667539,21.5009634,10.6690268,34.68579656,25.41212655,14.25142064,17.47904203,12.06654039,21.66501003,15.58804558,29.98924962,16.11266394,3.410019351,20.48376693,4.962373683,3.861535154,4.0399914,23.2,18.4,3.797733859,2.800466829,3.075698518,2.746504312,3.144152279,3.792693359,4.128162972,-0.510825624,0.809301092,3.546330282,3.703642855,-2.05277667,12.60741137
West Devon,E07000047,56,33823,1.655678089,1207,35.68577595,0.504210646,0,0,0,0,1,4,0.301397732,292901.0031,12.85808581,42.59625963,32.56325633,11.98239824,12.74909869,0.126777861,0.681431005,2.242383424,0.360524543,0.760667168,62.267739,4.524384929,1.117229904,14.21892952,67.91331564,3.05059229,15.33615942,23.3,0.5,44.01760176,29.16171617,15.00110011,9.496149615,43.20622442,25.11245289,20.90205454,10.12683876,2.28220022,44.6,8.8417082,4.1902414,16.3165462,22.5160122,20.8503725,10.6642018,34.56317868,20.32831676,12.91543492,16.83911135,11.88300636,30.0322494,15.19734984,31.09832824,16.55067923,3.073880999,19.59374438,5.508333119,3.435967232,3.423127295,26.1,20.1,3.797733859,2.792179697,3.402271784,2.72112106,3.261935314,3.751766447,4.131443459,-0.693147181,0.825139986,3.542788915,3.574752177,-1.199324518,12.58758996
Christchurch,E07000048,100,27702,3.609847664,1082,39.05855173,1.283665573,0,0,0,0,1,4,0.700280112,145219.7016,17.89522701,46.21187427,27.6088475,8.284051222,6.718880843,0.10344318,2.18708438,3.659918231,0.285700212,1.19698537,67.1937343,4.694350032,4.925865721,8.452785577,73.37076991,5.950445791,13.3786513,14.7,9.5,45.69965076,28.65192084,10.80791618,12.96391153,40.6320249,18.90454781,17.60764309,22.38025246,2.202048894,47.1,8.4415312,3.9411962,15.6517005,18.8348132,21.4943877,16.0077065,33.340272,23.38355382,13.67370746,16.67452655,11.30829755,25.14830351,15.62873334,33.04028182,11.46576811,3.084699035,22.94378925,5.66396079,3.550313984,3.228672078,26.8,20.7,3.852273001,2.750579569,3.224790439,2.749111101,3.288401888,3.833236784,4.207580004,2.251291799,0.789388242,3.506766036,3.665061847,-0.356274864,11.88600306
East Dorset,E07000049,228,60463,3.770901212,2145,35.47624167,1.327314021,0,0,0,0,1,4,1.539349625,149335.3692,10.32903844,39.56447663,35.53135981,14.57512512,8.566791511,0.13732834,0.641697878,1.622971286,0.149812734,1.103620474,74.82147316,4.299625468,2.451935081,5.538077403,80.37453184,2.401997504,7.990012484,17.7,2.5,47.96347567,32.88787137,9.240230007,8.305824726,60.52604568,15.64023608,9.479086477,11.94765204,2.294164626,46.9,8.437923,3.456623,15.0918936,21.0632586,21.9856366,14.3519262,32.30674357,21.52072542,13.45487173,16.37777506,11.56246176,27.68465272,15.82551149,34.8862352,12.52313791,2.144249513,22.10591839,5.37454748,3.667665897,2.217963209,28.3,20.9,3.848017675,2.714157752,3.320878206,2.761623289,3.342861805,3.677931661,4.315104918,0.916290732,0.83036878,3.475275988,3.568863224,0.431360006,11.91394986
North Dorset,E07000050,102,43506,2.344504206,1492,34.29412035,0.852073954,0,0,0,0,1,4,0.974826538,164669.6783,12.02302058,42.07185211,33.51238228,12.39274503,8.470926059,0.194424503,1.3011486,1.106724097,0.200406796,0.726848528,65.55396028,4.498683896,2.132687246,15.09631491,70.9798995,2.6022972,17.22900216,18.8,1.1,39.36519009,30.40111615,14.27973491,13.48099058,40.5171563,28.69362108,19.52495312,10.6753956,2.28650157,42.8,10.1774492,4.661505,17.6559789,20.4117638,18.743712,10.3378388,35.75190746,19.95198293,14.2077183,17.81966922,12.5520185,26.9197937,14.61741962,38.06471306,13.68742369,2.647537648,17.04110704,5.818070818,3.697598698,2.64957265,28.1,20.7,3.756538103,2.871074474,3.292861841,2.682213942,3.335769576,3.739378921,4.182873625,0.09531018,0.827022951,3.576603623,3.534973921,-0.025495734,12.0116968
Purbeck,E07000051,67,28162,2.379092394,1153,40.94169448,0.866719068,0,0,0,0,1,4,1.339285714,170170.4163,14.46152275,43.70627585,30.52137058,11.31083082,7.890190952,0.154068817,1.956207106,1.820813297,0.196087586,1.330594332,64.89565339,4.836827116,2.959988795,13.10985574,71.25916242,3.93108922,16.06984454,17.6,1.1,42.41433897,27.10003575,15.34494204,12.49042537,38.19422477,24.19449591,18.66329251,17.3708708,2.263391717,44.9,9.2499944,4.4426656,16.4209637,21.0459609,20.8369466,11.7826251,34.09355873,21.55634588,14.33462498,16.79494665,12.09989915,25.70996337,16.12773711,35.72686,12.20853022,2.776490935,20.05312085,5.148398653,3.493004725,2.940177275,27.1,20.1,3.804437795,2.798558793,3.246878597,2.780540592,3.299533728,3.777491704,4.172780648,0.09531018,0.816864448,3.529108473,3.712148969,0.292136423,12.04455566
West Dorset,E07000052,158,61282,2.578244835,2239,36.53601384,0.947108871,0,0,0,0,1,4,0.567632342,191894.8232,15.68287298,44.91731627,29.19839589,10.20141486,10.07787549,0.210001313,1.249070307,1.686573041,0.3040644,0.920943256,60.77131732,4.464715404,2.471890449,17.01885637,66.46104038,3.145644661,19.49074682,18,0.9,44.07470824,25.36835939,13.7273014,13.87599694,36.9654697,24.1326872,22.60386464,15.28619802,2.175280494,46.2,8.9458414,3.6337444,15.3207608,21.3773372,21.6029981,13.2747018,33.30869258,20.11228692,12.56224861,16.47313733,11.82125072,30.75440529,15.52466635,32.8870507,14.56814338,2.296792166,21.20126778,5.686550406,3.432396708,2.932105345,28.4,21.3,3.832979798,2.729208824,3.426033245,2.742430136,3.346389145,3.804823383,4.107117923,-0.105360516,0.777157619,3.505818401,3.598298455,-0.566281355,12.16470271
Weymouth and Portland,E07000053,51,32534,1.567590828,915,28.12442368,0.449539936,0,0,0,0,1,4,0.124598947,193765.5347,24.73453653,45.67373401,22.89469073,6.697038724,4.962150265,0.08336946,1.27388535,7.01970854,0.403508187,1.657384867,59.24233835,5.735818855,3.391469637,15.19658519,67.03905026,8.37696335,18.58805483,15.5,15.6,36.52006308,30.27860522,17.77816716,13.64639916,22.88608575,21.22786076,30.6061877,24.44107494,2.22036096,42.8,10.8275661,5.2081575,17.7896788,21.072015,18.5615419,9.8746298,37.84239359,22.5315803,14.90443045,17.39586786,13.07774463,22.47817921,17.07505588,34.37780702,9.22270268,3.872908441,18.16130852,5.613001608,3.749660546,4.919471079,23.8,19.1,3.756538103,2.878618446,3.112545026,2.837618678,3.169685581,3.821523385,4.081636461,2.747270914,0.797669777,3.633429998,3.336638369,-2.082655124,12.17440412
Eastbourne,E07000061,236,46658,5.058082215,3648,78.18594882,1.620987403,0,0,0,0,1,4,0.709427033,85877.09547,28.68346219,45.84999556,20.37901004,5.087532214,5.039483453,0.170982474,6.051879682,5.550181106,0.670431281,0.63668474,57.72458323,5.664919346,3.001192378,14.85972688,64.6966186,11.77304326,17.86091926,14.5,22.5,33.48218253,28.25246601,23.31378299,13.22536213,16.50972213,20.61766627,24.52758642,39.05496219,2.153292455,42.8,11.2632278,6.0988613,18.3026194,18.402205,16.8229188,12.2902668,40.21986075,23.23711166,13.7959391,16.64389111,12.59871086,24.42103736,14.75032991,35.04888397,10.28337094,4.078157592,16.78515176,8.99919118,3.753210449,4.529394236,24.8,19.6,3.756538103,2.907044186,3.195444948,2.691265449,3.210843653,3.825375102,4.055683135,3.113515309,0.766998045,3.694360922,4.359089949,-0.343297631,11.36067243
Hastings,E07000062,109,39836,2.736218496,1802,45.23546541,1.006576856,0,0,0,0,1,4,1.094751893,85417.53419,33.26854394,43.47044389,18.26332029,4.997691878,5.85183546,0.177030316,6.171473532,5.721521477,0.880234073,0.963831723,55.59981313,6.569791744,1.465417619,15.86388336,64.01367067,12.07002533,17.32930098,15.2,30.4,26.89812678,28.26842246,28.82237178,14.54845842,18.08234551,20.22865961,23.0810596,38.96331627,2.150562453,40.2,11.5463027,6.2279788,19.5858355,20.249518,15.5572052,8.2566978,43.97284222,25.37693229,15.78489005,17.4586327,12.07952319,21.23339865,14.79496032,33.45750803,11.19389424,5.483372706,14.33914834,6.937125204,4.712581016,6.61760252,22.8,18.4,3.693866996,2.974806626,3.05557535,2.694286604,3.126760536,3.772081256,4.01817984,3.414442608,0.765729414,3.783572221,3.811881412,0.090527756,11.35530668
Lewes,E07000063,199,53124,3.745952865,2547,47.9444319,1.320676021,0,0,0,0,1,4,0.70548201,70664.15527,20.12280411,45.55605604,26.04490173,8.276238117,7.996573838,0.169111833,7.97680752,7.866994641,0.368971273,0.759905122,57.26302381,4.166300624,1.798734956,11.04058684,62.55820083,16.01291399,12.8393218,19.1,3.3,39.82124653,32.83705934,14.48045328,10.92672056,35.11528725,26.52176888,19.07542135,18.83595229,2.272421232,43.7,9.3557055,4.7137495,17.3401571,21.0672602,18.5667986,11.5536092,38.50830265,21.45180917,13.81528299,15.72255197,11.80991879,29.41614722,15.34019547,34.3472549,13.87489353,3.347817927,17.58939785,6.339054989,3.863199988,3.53404842,34.9,21.3,3.777348102,2.853025031,3.381543749,2.730476538,3.552486829,3.818943569,4.047655107,1.193922468,0.820845885,3.650873871,3.870042672,-0.348874008,11.16569373
Rother,E07000064,212,54241,3.908482513,1639,30.21699452,1.363149195,0,0,0,0,1,4,1.480217768,76594.64904,19.03515424,44.00029356,27.10815373,9.856398464,9.560173483,0.292685523,7.128222867,1.492696166,0.282042413,0.755660804,63.04446159,4.682968363,1.31974563,10.7867919,68.76513317,8.913604556,12.10653753,19.9,1.8,45.38982802,28.14785821,14.04701911,10.37747389,41.87113777,21.78525991,13.40876045,22.53498728,2.155172836,47.2,8.4503466,3.7278668,14.379388,20.5060273,22.3285645,14.9004283,33.53783996,24.69649943,13.80583821,16.49576343,11.198418,25.45606936,13.81619764,29.42683063,14.82795374,3.211848364,22.53066289,5.921000302,4.339733698,4.058160067,29.9,19.7,3.854393893,2.665795792,3.236954196,2.625841646,3.39785848,3.784196306,4.143840217,0.587786665,0.767870922,3.512674352,3.408404499,0.392189217,11.2462825
Wealden,E07000065,408,98259,4.152291393,3223,32.80106657,1.423660325,1,0,0,1,0,3,1.832538335,64160.29545,12.44655051,39.26223754,34.16937903,14.12183292,9.765910753,0.212424737,7.007202746,1.979348377,0.229306173,0.59929098,66.08097462,4.380732654,1.01007259,8.103089303,71.29030443,9.19897586,9.113161893,20.1,1.8,42.25381326,36.4924373,11.12547067,7.671197907,44.55255606,30.05110576,12.72118971,11.5594162,2.32907333,44,8.9131384,4.1372595,16.7598966,21.6861968,19.6038008,11.1231239,37.58175041,19.88435435,13.83255882,17.32887956,12.24896482,28.87874358,14.80557995,34.42514569,15.74722088,2.521746522,18.03095987,6.009690307,4.253912485,2.670028995,35.9,22.3,3.784189634,2.818988926,3.363105808,2.695004133,3.580737295,3.67026318,4.190880878,0.587786665,0.845470476,3.626518571,3.490461032,0.605702074,11.06913985
Basildon,E07000066,239,90052,2.654022121,4092,45.44041221,0.976076271,1,0,0,1,0,3,4.465780953,39655.55501,21.94209991,43.51854397,26.36296154,8.176394578,3.610582368,0.698744669,16.54940607,3.38047852,0.877045033,0.720429848,57.56451341,5.567067441,1.736019083,8.769245597,64.72905573,20.62862926,10.50526468,17.6,15.9,28.9184285,37.02609078,10.23836362,21.96134495,21.73384482,25.73346661,35.15506808,16.95212881,2.380502021,39.1,10.7675204,6.2671565,21.0318802,19.7069291,14.3165785,7.6809343,44.27844945,26.64118737,18.41190247,17.64967887,10.74799925,18.63460682,14.19372789,40.29810406,9.632338328,4.647243531,13.90913788,5.847609205,5.726777694,3.937358401,29.9,22.1,3.666122467,3.046039391,2.925020434,2.652800169,3.39785848,3.773187145,4.052906291,2.766319109,0.867311399,3.79049809,3.816401846,1.496444105,10.58798632
Braintree,E07000067,194,87944,2.20594924,3503,39.83216592,0.791157911,0,0,0,0,1,4,2.960045735,66959.81249,16.16237734,40.27652638,32.11670462,11.44439166,5.952830189,0.284366577,8.483827493,2.227762803,0.35309973,0.619946092,65.35040431,4.924528302,1.483827493,9.778975741,71.24797843,10.99595687,11.26280323,21.1,2.4,30.4850679,38.10920171,13.24148551,16.47199515,28.656864,33.94520286,24.02558051,13.1474866,2.382533624,40,10.0479998,5.6926654,20.7276114,20.4502189,15.6373229,7.7370754,42.36728184,22.82680486,16.53203272,18.13070501,11.98496164,22.19512608,14.75571131,41.09803407,11.62877865,3.761314867,14.081036,5.470492326,4.582169831,3.136303154,31.7,22.3,3.688879454,3.031466695,3.099872719,2.691630215,3.456316681,3.695768827,4.179763627,0.875468737,0.868164469,3.74637641,3.684674775,1.085204719,11.1118479
Brentwood,E07000068,183,43669,4.190615769,10296,235.7736609,1.432847685,0,1,0,1,0,2,5.74064851,31178.15664,14.86327743,43.19650199,31.05788684,10.88233375,6.176381341,1.884085956,23.1303964,1.806846708,0.626189622,0.656533613,53.05784668,3.362665857,0.929629527,7.801164106,57.70323577,26.82132906,8.730793633,18.9,4.8,37.96253997,37.17940351,11.26411277,11.70136396,31.01319113,31.90195528,15.70461846,21.14323136,2.374828689,41.6,9.8164427,5.1887882,19.8570672,21.2605807,15.8313066,9.722694,41.97571228,19.38118606,14.2110954,17.18040423,11.42310571,30.67620394,13.48590419,40.93166412,12.20566854,3.147718046,14.88698805,6.663645462,4.841481146,2.29422761,42.4,26.7,3.728100167,2.988559974,3.423487238,2.601645006,3.747148362,3.76575952,3.971382765,1.568615918,0.864925304,3.737091172,5.462872281,1.747572185,10.34747302
Castle Point,E07000069,117,51466,2.27334551,1559,30.29184316,0.821252539,1,0,0,1,0,3,4.764065336,47736.14212,16.77552141,41.27332602,30.40340285,11.54774973,4.102019641,0.407789011,13.86723934,3.53497575,0.603238183,0.810752117,63.67782255,4.698018966,1.570832227,6.150616509,69.78983182,17.8100041,7.721448736,18.9,19.5,43.05982437,39.54445664,10.88913282,5.348518112,41.60341808,38.11103445,8.157741097,8.77341967,2.397557629,43.2,10.3441615,4.7857654,17.7386918,20.539478,20.021361,9.6760632,36.89099455,29.92124908,18.01564081,17.76954417,10.6368434,14.61950726,14.73865008,36.39247362,11.1069848,3.541918113,19.38074459,5.29353511,4.775167889,3.15043481,27.7,20.6,3.765840495,2.875748231,2.682356751,2.6904733,3.321432413,3.720216432,4.153836347,2.970414466,0.874450565,3.607967471,3.410878474,1.561101366,10.77344409
Chelmsford,E07000070,264,98825,2.671388819,3780,38.24943081,0.982598494,1,0,0,1,0,3,3.120244364,46126.37536,15.67600155,41.97396185,31.71228846,10.63774814,5.447016229,0.432615007,13.14501857,3.916669558,0.307688749,0.680154076,58.1358226,4.191970018,2.94039398,10.32608067,63.31563544,17.49430314,13.26647465,18.9,5,34.01323439,39.16057818,11.98415319,13.09084646,29.83704577,31.42307746,20.45840527,17.64986596,2.385017297,40.1,10.750401,6.3234508,20.8912126,20.2685521,15.2575605,7.9080269,41.1588452,18.8638205,14.9704751,17.33100735,12.47052984,28.79644971,14.6637239,42.39690201,10.32798946,3.414097807,14.13499551,6.953505857,4.228210165,2.271753454,33.9,23.9,3.691376334,3.039328621,3.360252106,2.685376682,3.523415014,3.73704947,4.062782042,1.609437912,0.869206377,3.717438854,3.644128679,1.137911321,10.7391402
Colchester,E07000071,211,90741,2.325299479,3916,43.15579507,0.843848839,0,0,0,0,1,4,1.794605242,77021.49135,20.57821705,43.81438981,27.37108077,8.236312366,5.239113417,0.213817519,7.775713601,5.746199773,0.340004907,0.81788122,57.86159113,4.929486955,3.965555517,12.56499235,63.94896421,13.73573089,16.53054787,18.7,5.3,31.88430075,34.43476561,18.69224111,13.49778038,31.21092597,29.96324023,18.67101344,20.24873219,2.331881509,38.9,13.6392526,6.9028277,20.580792,18.5492911,14.6093578,7.4332367,42.65932531,19.40223578,14.34945237,16.70755938,13.83894164,27.16030178,14.36738694,39.34988566,9.45380439,3.466031953,13.14618628,11.40694762,4.064964764,3.216346977,29.3,21.9,3.660994251,3.024358214,3.301756414,2.664960842,3.377587516,3.779962298,4.058053799,1.667706821,0.846675456,3.753245897,3.764816709,0.584785077,11.25183977
Epping Forest,E07000072,418,75202,5.558362809,2694,35.82351533,1.715303606,0,1,0,1,0,2,7.625872841,27328.75209,15.31995922,42.20730511,30.34178993,12.13094574,5.961791297,19.1481764,4.434417049,2.084111088,1.233586002,0.981999383,55.53734032,3.233293837,0.811569738,5.961791297,60.98621954,25.66670454,6.773361035,15.6,3.7,34.75601546,37.49687446,11.04421919,15.00836683,23.33437483,31.58117223,22.76094029,21.02041942,2.37687292,41.1,10.0498159,5.3136958,20.4894953,20.9924675,15.85044,8.8930603,42.18991393,23.95091832,15.57301294,16.26617375,11.07189208,25.33625673,13.26719781,38.3151994,14.55606806,3.59625698,14.06501732,6.801880338,4.920438746,2.624086866,41.6,25.4,3.716008122,3.01991233,3.232236442,2.585294659,3.728100167,3.742593313,4.017055593,1.30833282,0.865785725,3.742181186,3.578604531,2.031546787,10.21569462
Harlow,E07000073,80,39958,2.002102207,1487,37.21407478,0.694197732,0,0,1,1,0,1,3.329760303,31488.52032,24.91623339,43.49220104,24.96822646,6.62333911,2.789534913,2.985074627,4.264745922,5.371154179,1.066805277,0.712853642,62.2657855,6.890918542,2.544491473,10.64082572,70.93636296,12.62097473,13.18531719,12.9,26.8,21.2333911,34.88734835,10.8492201,31.21894858,9.395559786,14.83244212,50.83009043,24.92231026,2.355285962,38.2,10.8427707,7.2854632,21.5988968,19.59753,12.2717954,7.8004491,46.52210884,26.04939979,18.76854029,17.16389235,11.19257312,17.6265351,14.73180044,43.05681024,8.703062946,5.186725528,11.29216452,6.640644974,4.735038947,3.729397126,24.8,20.1,3.642835516,3.072642239,2.869405443,2.690008452,3.210843653,3.772581636,4.131412086,3.288401888,0.856662148,3.839927659,3.616687044,1.20290032,10.35737832
Maldon,E07000074,83,41205,2.014318651,1329,32.25336731,0.700281,0,0,0,0,1,4,2.762430939,64426.24584,12.57698416,37.32424372,35.31394043,14.7848317,7.361679651,0.217879308,7.72151063,1.564769576,0.260794929,0.640433118,67.36432061,4.288260927,1.842070514,8.097847617,72.55380958,9.504159514,9.939918131,21.7,1.7,39.95042027,38.49014215,9.656427935,10.40012395,44.27416391,29.38257993,15.75523705,8.915839765,2.366347755,43,9.1418001,4.0240796,18.5464635,22.3677165,19.596294,8.7588635,37.55718693,23.1261318,16.04794898,17.26438863,11.20384222,23.63790253,14.62361802,36.92243316,13.4519667,3.041448267,17.94476501,5.098445139,4.673391182,2.847641281,31.4,22.4,3.761200116,2.920279124,3.162851463,2.682637894,3.446807893,3.619643081,4.21011551,0.530628251,0.861347735,3.625864756,3.473622451,1.016111067,11.07327637
Rochford,E07000075,135,49470,2.728926622,1308,26.44026683,1.003908353,0,0,0,0,1,4,4.158489861,63140.94353,14.52151114,40.81456322,32.57954952,12.08437612,5.058777237,0.290197236,15.79607496,3.278245045,0.425458659,0.764841867,62.58914957,4.31115046,1.256701589,5.769514534,68.09060056,19.36451724,7.026216123,20.1,4.9,41.49386247,41.39852223,8.473364319,7.588487665,32.93752177,46.96318662,8.033329462,10.63755661,2.464634728,42.3,9.7614274,4.4772894,19.2983299,21.0765185,17.9367728,9.4204378,38.45516588,23.63228897,17.77035637,18.35479193,11.9494368,20.0070308,15.19073231,38.98386429,11.20066198,3.038477451,17.73272652,5.479520066,4.561026065,2.308647083,30.3,22,3.744787086,2.960018558,2.996083752,2.720685525,3.411147713,3.709038959,4.136591934,1.589235205,0.902043613,3.64949304,3.274888107,1.425151994,11.05312471
